276382483840403, 259891981957793, 352420883137910 @ 67, -23, 9
499210168022770, 308284592559891, 480882279805281 @ -225, -66, -177
287598568294110, 93852392687263, 340389414038109 @ 50, 157, 15
251720248647854, 67084814805839, 282819638793557 @ 40, 317, 29
143461886305094, 289424600739149, 313028321134577 @ 208, -14, -44
243620241586383, 81516555064975, 307419192557136 @ 105, 147, 61
300575944977818, 248514834359675, 178459445506943 @ -78, 65, 191
195660663319359, 248886241182119, 229589488525652 @ 93, 107, 77
108786757444433, 73997405523922, 237545843909108 @ 295, 534, 53
212850600069398, 342216060029871, 325625885985281 @ -98, -101, -487
379998892221358, 332639248879803, 414073044060977 @ -28, -98, -43
197769688153534, 321498003885871, 232543129601573 @ 86, -57, 68
349170146574974, 292632657011299, 126586884896597 @ -56, -44, 254
160512249903899, 376775865474534, 303484014585052 @ 127, -332, -633
420860153667204, 486498818991979, 516410733255307 @ -81, -255, -159
178678823634550, 281765545491631, 363450133660749 @ 165, -41, -15
204592103945615, 317539916841542, 139100627902136 @ 87, -56, 271
272399448986702, 134559815886945, 58796909868623 @ 52, 138, 329
271748482351014, 101824307572715, 348359776119113 @ 26, 230, -49
231759442247384, 352684585289141, 410101601129063 @ 66, -123, -180
151482824117574, 363190888805519, 253061511776717 @ 179, -397, -859
477621691135070, 260918797076495, 526704325302389 @ -151, -21, -182
259093376406589, 359200427694661, 248055158347447 @ 11, -135, 72
300206657291961, 324184231772640, 226059240118437 @ -85, -72, 102
170147990474198, 322603633415243, 189939050158169 @ -40, 145, 104
187950048336314, 311743786351753, 185901029596265 @ 106, -32, 176
183019380433972, 333805962702769, 204041611068153 @ -111, -14, -12
313375148100298, 252173757214015, 343324629758141 @ -67, 39, -76
232345883115504, 160621072080259, 290959737847096 @ 26, 271, -41
270851715868926, 346899725807479, 287196743473061 @ -6, -114, 8
207037945070306, 235967542754483, 250959452927105 @ -23, 308, -79
170368798398468, 290913042067409, 327093353842161 @ 162, -19, -62
256595447631294, 350678273654359, 267911338432377 @ -24, -123, 7
336376268596012, 276330034202718, 188078272042944 @ -82, -8, 175
366343030938670, 331260761912084, 465203805384091 @ -60, -94, -152
519293891758229, 424291555556504, 433233358446107 @ -185, -192, -76
500585262551204, 369062335278091, 236379081346728 @ -194, -137, 123
266309388769573, 480562680501594, 389470660140890 @ 39, -294, -97
172027271144026, 361012429416030, 134609200694930 @ 144, -150, 299
213347364394958, 308709754313375, 311251524933701 @ 94, -52, -25
245733306015194, 259127393117999, 283324512253277 @ 7, 59, -16
189111885452438, 402990051541647, 240621160436461 @ 112, -237, 58
440793859180848, 264367235420353, 285143591902587 @ -118, -23, 72
378094782788804, 136289689238269, 514499966004657 @ -53, 118, -180
183302550342761, 314208785608271, 207996057964358 @ -17, 83, 23
302939317916094, 82793132928399, 308243830594277 @ 9, 211, 29
215566969579064, 109118240797547, 225425891396511 @ 106, 215, 124
209686549876635, 287773503210565, 283243980783240 @ 29, 49, -99
266827917375694, 261765865773679, 308459771934197 @ 6, 25, -22
215866098853620, 332195246832326, 226974500307892 @ -22, -70, 37
189498455786158, 326099923192271, 221667517403189 @ 18, -28, 8
185157389845474, 104978147079309, 355081806317892 @ 152, 193, -35
175745559143244, 242536017173249, 295155954641977 @ 81, 350, -324
221240763311817, 450670942684229, 389237747664421 @ -63, -499, -570
242070499969895, 214693716420463, 293002975877287 @ 37, 115, -8
142929163155941, 310761000110, 232833765254897 @ 205, 308, 122
304433840798819, 220769680952324, 266936110602752 @ -53, 90, 47
178699690713530, 340866081400085, 193533484490450 @ -120, -75, 69
278359116337256, 268874203454573, 143665553792675 @ 22, -7, 236
191196406884410, 311411566493111, 219706287112469 @ -83, 113, -66
319727799726126, 416800300827207, 353998221213165 @ -220, -288, -237
203043874188648, 313371753166297, 263281313792913 @ 39, -18, -56
219782878806215, 399231711957092, 272839279633721 @ 19, -250, -46
258049853260406, 350360762109351, 214692845130501 @ 79, -116, 148
251899961374866, 227204612130867, 482753446891287 @ -72, 199, -608
217316919776894, 328848235015709, 254551568887802 @ 116, -91, 97
169848088260158, 208208754409237, 128135632308829 @ 172, 58, 250
292122044994878, 143621304577031, 454578080442437 @ -102, 312, -388
194110813714655, 331320122206301, 245408888160821 @ -75, -31, -202
162472649863797, 342437922624484, 247285396858205 @ 155, -104, -34
383882272682030, 400600663597199, 365915787651893 @ -216, -209, -140
168964945929546, 395911867250431, 186731550031575 @ -16, -701, 144
299311403714463, 136969720593975, 170013829681772 @ 29, 123, 197
295796601936518, 22711539497346, 268240730743891 @ 28, 262, 84
208209988191826, 196209206532841, 268668573088261 @ 120, 85, 70
226123859376972, 523677726957172, 107900180409882 @ -70, -740, 447
507969639219686, 470680509028291, 381514658699589 @ -230, -260, -54
182927812920254, 334323097241803, 213261500537657 @ 16, -56, 17
159428029910250, 333877886705195, 253428029159943 @ 158, -67, -111
204056342323250, 355593241423259, 270188251677403 @ 58, -139, -41
332527895466054, 234607225721063, 237220762857247 @ -24, 23, 117
162980925923454, 202395893919247, 237412093079531 @ 116, 787, -160
200940825866606, 212684284412921, 400006888480919 @ 100, 140, -229
230029350687000, 417909386704726, 293163124048472 @ 98, -200, 47
195539828848676, 509391686238695, 223327981207223 @ 7, -801, 15
151162961045182, 258861707736847, 258430697178001 @ 192, 307, -185
296903081835611, 232963406202785, 339888126451646 @ 19, 25, -7
178488862554074, 403907492588609, 194750280439497 @ 82, -352, 136
249927369407006, 325964987738055, 153587103588853 @ -98, -56, 270
198694433351729, 327622370305364, 199154307071042 @ 15, -48, 123
323813491645294, 268276612214399, 230795274892677 @ 24, -34, 135
157829235193478, 151371087659447, 268440766750877 @ 185, 174, 57
295436071705994, 264600503920859, 293018307094477 @ -29, 14, 12
230020954884425, 7207723080555, 399914233719520 @ 19, 639, -299
170712205271917, 282815641810130, 344909735404278 @ 153, 20, -159
300758126681662, 239852078491963, 398519609933501 @ 24, 10, -64
392828166623234, 136317371089983, 441191796980369 @ -89, 135, -121
228431046411269, 317194151028356, 253497841568795 @ -29, -32, -20
183474823543097, 411000412819620, 79060200749978 @ -5, -516, 815
408877924038018, 394868609304203, 257934513758331 @ -78, -163, 103
231057792474166, 219661858337825, 272602774767725 @ 44, 125, 14
245000917252214, 213326950647489, 142201235103147 @ 88, 40, 229
277062555151025, 34775327232234, 267260161309098 @ -11, 396, 45
222490083877294, 458030794187799, 232993695325677 @ -12, -438, 39
232750434359117, 349756635835640, 282669724908974 @ 69, -118, 29
168283048007906, 287445643195139, 106825668455498 @ 88, 231, 643
235053007123830, 298304951610295, 426929202102468 @ 92, -53, -117
288692342459294, 253661798398039, 290119032611237 @ -14, 28, 20
552062455618244, 343916889344399, 285809882055677 @ -259, -109, 66
232303144395930, 228751738253226, 232144926737576 @ 80, 54, 113
360803965261188, 401524236744224, 337013627624077 @ -78, -184, -18
230662388352104, 180307644620749, 313686487628711 @ 61, 166, -37
302310218626506, 294407898836015, 296164512938085 @ -25, -37, 18
167875772571294, 342214884508399, 187563946406077 @ -10, -89, 133
169447220930727, 334791190623397, 204042861324890 @ -51, 9, -85
291587616761345, 31696639447781, 123923510768045 @ 25, 269, 254
361728283067520, 270928085112825, 340746521602569 @ -27, -32, 16
338006491619744, 391265296256579, 316777961347067 @ -129, -191, -49
170947593173774, 325521826475399, 173951235618457 @ -140, 191, 336
130199595912878, 219895989688763, 150028005716513 @ 228, 88, 235
360741408447176, 291081947647295, 449455705246865 @ -27, -53, -100
155116565973923, 307226136358376, 210048303543239 @ 167, 114, 20
461437504845674, 210448222191725, 380084701940765 @ -114, 24, -14
297954727569897, 341379188402117, 365262602088087 @ -153, -103, -248
269598507396630, 257014156923385, 282983297259331 @ 8, 28, 25
252075877728766, 236582321602451, 66576091352785 @ -40, 140, 453
160372939526799, 337900199284616, 193629323395209 @ 51, -22, 34
312718006617242, 254644148419175, 318596953785209 @ -55, 29, -27
379121140086344, 274882722712739, 270890827149167 @ -89, -23, 73
238743984935987, 303077648924142, 393793665583758 @ 25, -30, -225
227176397253782, 435130372856135, 168633346354733 @ -7, -350, 221
240893911861309, 160680363368734, 296758266581732 @ 69, 148, 23
197362819563476, 299060925727761, 273916611736032 @ 22, 57, -153
279640288192538, 76894265082569, 239609323876157 @ 58, 176, 122
173665503818260, 342123013878417, 315243881307554 @ 170, -107, 35
332806705340950, 311358688735247, 263432944388709 @ -73, -61, 64
166787527867950, 344559170793909, 180889136904788 @ -60, -119, 221
147026436017150, 271063813692895, 70242619880053 @ 217, 352, 898
303698147897714, 159893259179735, 376535952703673 @ 11, 113, -51
159339439599662, 241887607700087, 180302238144413 @ 164, 254, 193
294133056917510, 277807494329679, 223059671566709 @ -152, 51, 86
206570976986087, 254532198011405, 181952345987990 @ 79, 77, 185
267375733623020, 362169369937637, 226698939494775 @ -131, -160, 61
245711268471874, 239575106389595, 329809117091231 @ 26, 77, -79
193399785280430, 293885776879103, 194357027329157 @ -20, 142, 127
353439444712902, 271726964479799, 368200242211253 @ -15, -34, -10
382654629550456, 172254554681020, 377670568997270 @ -30, 58, -7
334185192644006, 451933520266739, 454494598441397 @ -238, -364, -458
230837139137838, 339132398860431, 250939782566837 @ -90, -92, -58
230173077584363, 164518582267102, 365367436952073 @ 103, 100, -30
223115446250566, 357759070443054, 417920131457946 @ 12, -144, -411
299241942876947, 295801759699781, 272472044845886 @ -33, -35, 45
464865286988674, 314164981917409, 253098503386825 @ -174, -74, 100
184762480599854, 288203791341935, 163173836827253 @ 36, 150, 276
169489830575694, 352062092305775, 196969372826837 @ -79, -226, -13
416018859980383, 187897963331611, 299672290737219 @ -165, 103, 24
343803753578947, 362299836164252, 280561039177100 @ -25, -130, 71
173498355963548, 376769449970354, 273503915131925 @ 122, -214, -106
175832598997052, 186137274546659, 190069325953166 @ 70, 671, 149
362068948022916, 500936951141889, 418417610925733 @ -13, -264, -50
286844712123885, 286960226156797, 318911612486999 @ 57, -51, 44
318114509157249, 273248755524544, 324190850794382 @ -115, 22, -79
229266283898058, 259501216988397, 473604127095375 @ 38, 60, -399
313984635309464, 268125957216455, 354784892438114 @ 6, -21, -17
179340969826642, 320059546821619, 210187665391153 @ 38, 21, 36
221759035618098, 294735609734917, 334980170340527 @ 90, -36, -43
177967776062678, 235863569074091, 242159875406641 @ 94, 290, -35
205797153610514, 216773304323996, 265383823028978 @ 56, 212, -25
430123218826694, 227342682650149, 223495561660699 @ -104, 16, 139
290226746913779, 220543034501129, 359766517185932 @ 35, 33, -21
466279589958056, 312942921972089, 409503996375740 @ -110, -79, -37
221291250566477, 307502062682921, 324030606491861 @ 83, -51, -42
159500902029680, 314103856021595, 203521615430633 @ 75, 285, -84
413919295932206, 209100214561167, 500743398233013 @ -152, 69, -237
216582191222177, 207693484394900, 335031096948145 @ 37, 218, -182
220432278045389, 301483169478034, 328336178820517 @ 49, -20, -122
260415855980522, 331104423043655, 344714632980881 @ 7, -87, -95
213664556616518, 458546898911339, 124987315397579 @ 80, -319, 289
287290956005582, 274585916122575, 235220653154389 @ -203, 93, 31
302729586431859, 272255006428676, 393437484483272 @ 11, -22, -73
247365094078766, 419713741936799, 272076352090985 @ 68, -209, 65
355365858986978, 172506109876355, 332118093213974 @ -48, 95, 5
376729408140968, 102868034870453, 282379875938813 @ -51, 154, 74
382174476051428, 235401021846515, 424266376806968 @ -86, 23, -111
551885845987994, 348735378023129, 465275622263582 @ -304, -115, -169
203111448260574, 242341712756745, 237479518195459 @ 116, 45, 100
196159984264312, 288142275339751, 356693728072319 @ 150, -53, 8
183033046279124, 281083436358588, 176493250703944 @ 106, 64, 201
259559461435284, 97929453637629, 127255823089527 @ 89, 132, 237
164045721029566, 297833058802975, 223561697664929 @ 152, 39, 53
214031022448994, 338646332128799, 216774230256677 @ -94, -85, 30
237730332138934, 357526061296779, 241412083407497 @ 74, -128, 101
211231395735109, 501830485027224, 493686110198562 @ 9, -594, -771
335199306799785, 248562242373905, 315552229481895 @ -25, 5, 24
296086351747166, 375383745602885, 463283440225463 @ 20, -147, -156
121345429841946, 233260166365729, 294813907350193 @ 234, 36, 36
277473310411006, 300734760387024, 251449069794700 @ -172, 16, -15
